"","monthyear_date","site","mths_since_stop","precip","precip_lag","tested","cases","proportion_rdt","count_rdt","notsuspect","suspect","tpr","tpr_adj_cases","cases_adjusted","time_cat","month"
"64",2015-08-01,"Aboke",9,11.217113494873,0.947540760040283,827,571,0.779927448609432,645,1154,836,0.690447400241838,6.21402660217654,577,1,8
"65",2015-09-01,"Aduku",17,13.0925579071045,14.148832321167,912,615,0.769736842105263,702,1186,912,0.674342105263158,0,615,2,9
"66",2015-09-01,"Anyeke",10,16.8986549377441,11.3197269439697,886,590,0.979683972911964,868,1434,1599,0.665914221218962,474.79683972912,1065,2,9
"67",2015-09-01,"Aboke",10,14.2559442520142,11.217113494873,1921,1557,0.996356064549714,1914,1311,1932,0.810515356585112,8.91566892243623,1566,2,9
"68",2015-10-01,"Aduku",18,28.03151512146,13.0925579071045,835,583,0.97125748502994,811,985,835,0.698203592814371,0,583,2,10
"69",2015-10-01,"Anyeke",11,16.1746788024902,16.8986549377441,896,576,0.997767857142857,894,1097,1124,0.642857142857143,146.571428571429,723,2,10
"70",2015-10-01,"Aboke",11,23.3909950256348,14.2559442520142,659,610,0.996965098634294,657,1257,1357,0.925644916540212,646.100151745068,1256,2,10
"71",2015-11-01,"Aduku",19,9.39572525024414,28.03151512146,936,503,0.22542735042735,211,1145,1331,0.537393162393162,212.270299145299,715,2,11
"72",2015-11-01,"Anyeke",12,8.32658386230469,16.1746788024902,782,527,0.9923273657289,776,1311,1110,0.673913043478261,221.04347826087,748,2,11
"73",2015-11-01,"Aboke",12,8.6832389831543,23.3909950256348,2286,2169,0.990813648293963,2265,1465,2302,0.948818897637795,15.1811023622047,2184,2,11
"74",2015-12-01,"Aduku",20,7.34212207794189,9.39572525024414,1217,808,0.767460969597371,934,756,1339,0.66392769104355,80.9991783073131,889,2,12
"75",2015-12-01,"Anyeke",13,8.02916717529297,8.32658386230469,808,663,0.995049504950495,804,740,1033,0.820544554455445,184.622524752475,848,2,12
"76",2015-12-01,"Aboke",13,8.12839698791504,8.6832389831543,963,920,0.998961578400831,962,987,978,0.955347871235722,14.3302180685358,934,2,12
"77",2016-01-01,"Aduku",21,8.06153202056885,7.34212207794189,1244,813,0.860932475884244,1071,812,1425,0.653536977491961,118.290192926045,931,2,1
"78",2016-01-01,"Anyeke",14,4.45698213577271,8.02916717529297,894,572,0.463087248322148,414,1216,1513,0.639821029082774,396.049217002237,968,2,1
"79",2016-01-01,"Aboke",14,4.36282348632812,8.12839698791504,781,766,1,781,815,786,0.980793854033291,4.90396927016645,771,2,1
"80",2016-02-01,"Aduku",22,5.38086986541748,8.06153202056885,1103,688,0.518585675430644,572,620,1143,0.623753399818676,24.9501359927471,713,2,2
"81",2016-02-01,"Anyeke",15,3.5442328453064,4.45698213577271,779,448,0.13992297817715,109,1143,1059,0.575096277278562,161.026957637997,609,2,2
"82",2016-02-01,"Aboke",15,4.75096225738525,4.36282348632812,671,462,0.946348733233979,635,505,719,0.688524590163934,33.0491803278689,495,2,2
"83",2016-03-01,"Aduku",23,4.41303777694702,5.38086986541748,590,291,0.608474576271186,359,706,659,0.493220338983051,34.0322033898305,325,2,3
"84",2016-03-01,"Anyeke",16,3.98676419258118,3.5442328453064,462,260,0.664502164502164,307,1224,785,0.562770562770563,181.774891774892,442,2,3
"85",2016-03-01,"Aboke",16,3.85728359222412,4.75096225738525,708,492,0.998587570621469,707,621,761,0.694915254237288,36.8305084745763,529,2,3
"86",2016-04-01,"Aduku",24,15.5006494522095,4.41303777694702,1058,559,0.532136105860113,563,945,1152,0.52835538752363,49.6654064272212,609,2,4
"87",2016-04-01,"Anyeke",17,13.1700763702393,3.98676419258118,1106,837,0.995479204339964,1101,1566,1505,0.756781193490054,301.955696202532,1139,2,4
"88",2016-04-01,"Aboke",17,12.8588523864746,3.85728359222412,705,543,0.991489361702128,699,651,746,0.770212765957447,31.5787234042553,575,2,4
"89",2016-05-01,"Aduku",25,4.93456363677979,15.5006494522095,1217,789,0.42645850451931,519,762,1354,0.648315529991783,88.8192276088743,878,2,5
"90",2016-05-01,"Anyeke",18,4.53108835220337,13.1700763702393,1941,1611,0.997939206594539,1937,1333,2447,0.829984544049459,419.972179289026,2031,2,5
"91",2016-05-01,"Aboke",18,5.14743995666504,12.8588523864746,1106,964,0.999095840867993,1105,985,1928,0.871609403254973,716.462929475588,1680,2,5
"92",2016-06-01,"Aduku",26,5.55612564086914,4.93456363677979,1528,1116,0.881544502617801,1347,877,1804,0.730366492146597,201.581151832461,1318,2,6
"93",2016-06-01,"Anyeke",19,5.60512828826904,4.53108835220337,1449,1141,0.900621118012422,1305,1321,2048,0.78743961352657,471.676328502416,1613,2,6
"94",2016-06-01,"Aboke",19,4.96369791030884,5.14743995666504,1203,1022,0.985037406483791,1185,817,1633,0.84954280964256,365.303408146301,1387,2,6
"95",2016-07-01,"Aduku",27,1.46690940856934,5.55612564086914,1777,1262,0.821609454136185,1460,833,1970,0.710185706246483,137.065841305571,1399,2,7
"96",2016-07-01,"Anyeke",20,0.95643538236618,5.60512828826904,1136,864,0.546654929577465,621,1302,1363,0.76056338028169,172.647887323944,1037,2,7
"97",2016-07-01,"Aboke",20,1.10671305656433,4.96369791030884,704,533,0.985795454545455,694,1083,887,0.757102272727273,138.549715909091,672,2,7
"98",2016-08-01,"Aduku",28,3.31415748596191,1.46690940856934,1326,673,0.298642533936652,396,755,1421,0.507541478129713,48.2164404223228,721,2,8
"99",2016-08-01,"Anyeke",21,2.29667115211487,0.95643538236618,1058,690,0.580340264650284,614,1182,1337,0.652173913043478,181.95652173913,872,2,8
"100",2016-08-01,"Aboke",21,2.7082507610321,1.10671305656433,579,389,0.854922279792746,495,613,686,0.671848013816926,71.8877374784111,461,2,8
"101",2016-09-01,"Aduku",29,21.3677234649658,3.31415748596191,1139,582,0.14486391571554,165,924,1299,0.510974539069359,81.7559262510974,664,2,9
"102",2016-09-01,"Anyeke",22,22.4548206329346,2.29667115211487,599,336,0.0818030050083473,49,1365,1070,0.56093489148581,264.200333889816,600,2,9
"103",2016-09-01,"Aboke",22,22.2887401580811,2.7082507610321,134,82,0.395522388059701,53,339,164,0.611940298507463,18.3582089552239,100,2,9
"104",2016-10-01,"Aduku",30,7.938232421875,21.3677234649658,791,347,0.102402022756005,81,990,1218,0.438685208596713,187.318584070796,534,2,10
"105",2016-10-01,"Anyeke",23,9.72181510925293,22.4548206329346,782,453,0.478260869565217,374,1162,1257,0.579283887468031,275.159846547315,728,2,10
"106",2016-10-01,"Aboke",23,11.2462348937988,22.2887401580811,283,201,0.346289752650177,98,565,382,0.710247349823322,70.3144876325088,271,2,10
"107",2016-11-01,"Aduku",31,11.7655849456787,7.938232421875,1301,548,0.0891621829362029,116,1012,1784,0.421214450422752,203.446579554189,751,2,11
"108",2016-11-01,"Anyeke",24,10.8150148391724,9.72181510925293,946,596,0.768498942917548,727,1290,1502,0.630021141649049,350.291754756871,946,2,11
"109",2016-11-01,"Aboke",24,11.5048513412476,11.2462348937988,932,672,0.983905579399142,917,647,1122,0.721030042918455,136.995708154506,809,2,11
"110",2016-12-01,"Aduku",32,16.2491226196289,11.7655849456787,560,255,0.130357142857143,73,937,976,0.455357142857143,189.428571428571,444,2,12
"111",2016-12-01,"Anyeke",25,16.4879302978516,10.8150148391724,635,409,0.637795275590551,405,879,908,0.644094488188976,175.837795275591,585,2,12
"112",2016-12-01,"Aboke",25,17.218729019165,11.5048513412476,550,384,0.996363636363636,548,341,581,0.698181818181818,21.6436363636364,406,2,12
